order_id,order_date,customer_id,customer_segment,region,sales_rep,channel,category,product,unit_price,units_sold,discount_pct,gross_revenue,net_revenue,returned
ORD-102965,2025-03-26,CUST-5361,Consumer,North,Jordan Lee,Online,Electronics,Laptop Stand,29.49,5,0.078,147.45,135.95,False
ORD-102966,2025-03-26,CUST-8898,Consumer,West,Jake Chen,Wholesale,Home & Kitchen,Air Fryer,88.27,2,0.104,176.54,158.18,False
ORD-102967,2025-03-26,CUST-8412,Small Business,North,Jordan Lee,Marketplace,Electronics,Laptop Stand,29.88,1,0.084,29.88,27.37,False
ORD-102968,2025-03-27,CUST-8678,Consumer,Central,Tyler Brooks,Online,Electronics,USB-C Hub,33.27,5,0.092,166.35,151.05,False
ORD-102969,2025-03-27,CUST-6408,Small Business,North,Jordan Lee,Online,Electronics,Smart Watch,194.14,2,0.044,388.28,371.2,False
ORD-102970,2025-03-27,CUST-5962,Consumer,North,Alex Kim,Marketplace,Electronics,Wireless Earbuds,58.26,3,0.078,174.78,161.15,False
ORD-102971,2025-03-27,CUST-5909,Consumer,Central,Dana Kowalski,Online,Electronics,Smart Watch,191.21,5,0.099,956.05,861.4,False
ORD-102972,2025-03-27,CUST-6654,Consumer,North,Alex Kim,In-Store,Electronics,Smart Watch,199.09,2,0.045,398.18,380.26,False
ORD-102973,2025-03-27,CUST-8099,Consumer,West,Jake Chen,Online,Apparel,Winter Jacket,124.86,1,0.01,124.86,123.61,False
ORD-102974,2025-03-27,CUST-5518,Consumer,West,Jake Chen,Marketplace,Home & Kitchen,Blender,47.51,8,0.058,380.08,358.04,False
ORD-102975,2025-03-27,CUST-7477,Small Business,East,Liam O'Brien,Marketplace,Beauty,Perfume,70.89,1,0.14,70.89,60.97,False
ORD-102976,2025-03-27,CUST-6758,Enterprise,South,Nina Torres,Online,Electronics,Smart Watch,207.58,10,0.056,2075.8,1959.56,False
ORD-102977,2025-03-27,CUST-5947,Consumer,Central,Dana Kowalski,Marketplace,Apparel,T-Shirt Pack,24.01,1,0.074,24.01,22.23,False
ORD-102978,2025-03-27,CUST-9222,Consumer,Central,Marcus Webb,Wholesale,Beauty,Skincare Set,78.12,2,0.177,156.24,128.59,False
ORD-102979,2025-03-28,CUST-8117,Consumer,East,Liam O'Brien,In-Store,Electronics,Smart Watch,206.36,4,0.003,825.44,822.96,False
ORD-102980,2025-03-28,CUST-7097,Enterprise,South,Maria Gomez,Online,Apparel,Winter Jacket,116.57,6,0.092,699.42,635.07,False
ORD-102981,2025-03-28,CUST-5682,Enterprise,South,Chris Evans,Marketplace,Home & Kitchen,Air Fryer,93.64,4,0.102,374.56,336.35,False
ORD-102982,2025-03-28,CUST-8700,Small Business,South,Maria Gomez,Online,Beauty,Electric Shaver,92.73,1,0.075,92.73,85.78,False
ORD-102983,2025-03-28,CUST-5584,Consumer,East,Liam O'Brien,In-Store,Apparel,Winter Jacket,115.33,1,0.02,115.33,113.02,True
ORD-102984,2025-03-28,CUST-7848,Enterprise,Central,Tyler Brooks,Online,Home & Kitchen,Coffee Maker,67.14,2,0.083,134.28,123.13,False
ORD-102985,2025-03-28,CUST-6950,Consumer,West,Jake Chen,In-Store,Office Supplies,Monitor Arm,60.24,1,0.091,60.24,54.76,False
ORD-102986,2025-03-28,CUST-7973,Consumer,West,Jake Chen,Online,Apparel,Winter Jacket,123.78,3,0.011,371.34,367.26,False
ORD-102987,2025-03-28,CUST-9351,Consumer,East,Ravi Shah,In-Store,Home & Kitchen,Vacuum Cleaner,151.75,8,0.015,1214.0,1195.79,False
ORD-102988,2025-03-28,CUST-8904,Small Business,South,Maria Gomez,Online,Office Supplies,Standing Desk,346.21,3,0.093,1038.63,942.04,False
ORD-102989,2025-03-28,CUST-5675,Small Business,West,Jake Chen,In-Store,Apparel,Running Shoes,80.8,2,0.077,161.6,149.16,True
ORD-102990,2025-03-28,CUST-6148,Small Business,West,Jake Chen,Marketplace,Electronics,USB-C Hub,35.47,2,0.119,70.94,62.5,False
ORD-102991,2025-03-28,CUST-7237,Enterprise,West,Priya Nair,Online,Beauty,Skincare Set,76.99,3,0.018,230.97,226.81,False
ORD-102992,2025-03-28,CUST-8884,Consumer,North,Jordan Lee,Marketplace,Home & Kitchen,Air Fryer,92.97,4,0.08,371.88,342.13,False
ORD-102993,2025-03-28,CUST-6023,Small Business,East,Liam O'Brien,Online,Apparel,Winter Jacket,121.95,4,0.086,487.8,445.85,False
ORD-102994,2025-03-28,CUST-8124,Consumer,South,Maria Gomez,In-Store,Home & Kitchen,Vacuum Cleaner,157.33,3,0.015,471.99,464.91,False
ORD-102995,2025-03-28,CUST-5542,Consumer,North,Jordan Lee,In-Store,Beauty,Makeup Kit,56.52,4,0.072,226.08,209.8,False
ORD-102996,2025-03-28,CUST-7266,Consumer,West,Jake Chen,In-Store,Apparel,Running Shoes,83.28,8,0.008,666.24,660.91,False
ORD-102997,2025-03-28,CUST-8462,Enterprise,South,Nina Torres,Online,Apparel,Running Shoes,78.55,6,0.047,471.3,449.15,False
ORD-102998,2025-03-28,CUST-6630,Enterprise,Central,Dana Kowalski,Online,Beauty,Skincare Set,73.61,5,0.073,368.05,341.18,False
ORD-102999,2025-03-29,CUST-8136,Consumer,South,Maria Gomez,Online,Home & Kitchen,Coffee Maker,64.1,1,0.006,64.1,63.72,False
ORD-103000,2025-03-29,CUST-5792,Consumer,East,Ravi Shah,Marketplace,Electronics,Smart Watch,198.78,3,0.124,596.34,522.39,False
ORD-103001,2025-03-29,CUST-8580,Consumer,West,Jake Chen,In-Store,Apparel,Running Shoes,83.68,2,0.079,167.36,154.14,False
ORD-103002,2025-03-29,CUST-9344,Consumer,South,Maria Gomez,Wholesale,Home & Kitchen,Coffee Maker,62.22,3,0.197,186.66,149.89,False
ORD-103003,2025-03-29,CUST-7810,Consumer,West,Jake Chen,Marketplace,Home & Kitchen,Coffee Maker,64.98,3,0.139,194.94,167.84,False
ORD-103004,2025-03-29,CUST-7638,Consumer,West,Jake Chen,Marketplace,Apparel,Winter Jacket,115.92,4,0.096,463.68,419.17,False
ORD-103005,2025-03-29,CUST-8985,Consumer,Central,Tyler Brooks,In-Store,Apparel,Denim Jeans,56.7,5,0.052,283.5,268.76,False
ORD-103006,2025-03-29,CUST-6083,Small Business,South,Maria Gomez,Online,Home & Kitchen,Vacuum Cleaner,142.96,6,0.02,857.76,840.6,True
ORD-103007,2025-03-29,CUST-7920,Consumer,North,Alex Kim,Wholesale,Beauty,Hair Dryer,44.79,3,0.13,134.37,116.9,False
ORD-103008,2025-03-29,CUST-6950,Small Business,East,Emily Chen,Online,Apparel,Denim Jeans,54.41,6,0.062,326.46,306.22,False
ORD-103009,2025-03-30,CUST-8663,Consumer,West,Jake Chen,In-Store,Beauty,Perfume,67.14,4,0.088,268.56,244.93,False
ORD-103010,2025-03-30,CUST-8235,Small Business,East,Ravi Shah,Marketplace,Beauty,Hair Dryer,44.44,1,0.053,44.44,42.08,False
ORD-103011,2025-03-30,CUST-5838,Small Business,South,Chris Evans,In-Store,Electronics,Laptop Stand,30.92,1,0.061,30.92,29.03,False
ORD-103012,2025-03-30,CUST-8621,Small Business,North,Jordan Lee,Online,Apparel,Yoga Pants,38.54,1,0.023,38.54,37.65,False
ORD-103013,2025-03-30,CUST-6326,Consumer,South,Maria Gomez,Online,Home & Kitchen,Cookware Set,136.28,3,0.022,408.84,399.85,False
ORD-103014,2025-03-30,CUST-8520,Consumer,West,Sophie Zhang,Wholesale,Office Supplies,Monitor Arm,57.34,2,0.218,114.68,89.68,False
ORD-103015,2025-03-30,CUST-6238,Enterprise,North,Jordan Lee,Wholesale,Office Supplies,Desk Lamp,34.25,3,0.238,102.75,78.3,False
ORD-103016,2025-03-30,CUST-6452,Consumer,South,Chris Evans,Marketplace,Electronics,Smart Watch,205.49,5,0.138,1027.45,885.66,False
ORD-103017,2025-03-30,CUST-5262,Consumer,North,Alex Kim,Marketplace,Beauty,Skincare Set,73.92,1,0.093,73.92,67.05,False
ORD-103018,2025-03-30,CUST-8570,Enterprise,West,Priya Nair,Online,Apparel,Yoga Pants,39.91,5,0.089,199.55,181.79,False
ORD-103019,2025-03-30,CUST-8019,Consumer,Central,Marcus Webb,Online,Beauty,Perfume,67.8,1,0.067,67.8,63.26,False
ORD-103020,2025-03-31,CUST-8395,Consumer,East,Liam O'Brien,Online,Electronics,Bluetooth Speaker,45.96,6,0.037,275.76,265.56,False
ORD-103021,2025-03-31,CUST-9007,Consumer,North,Sam Patel,Online,Beauty,Electric Shaver,87.11,5,0.031,435.55,422.05,False
ORD-103022,2025-03-31,CUST-7763,Consumer,North,Alex Kim,Online,Apparel,Denim Jeans,56.91,3,0.094,170.73,154.68,False
ORD-103023,2025-03-31,CUST-7473,Consumer,East,Liam O'Brien,Online,Apparel,Denim Jeans,55.21,2,0.044,110.42,105.56,False
ORD-103024,2025-03-31,CUST-8439,Consumer,East,Ravi Shah,In-Store,Office Supplies,Notebook Set,15.06,1,0.08,15.06,13.86,False
ORD-103025,2025-03-31,CUST-8998,Consumer,East,Emily Chen,Online,Apparel,Denim Jeans,57.37,4,0.094,229.48,207.91,False
ORD-103026,2025-03-31,CUST-7455,Small Business,Central,Dana Kowalski,Online,Apparel,Denim Jeans,56.49,1,0.049,56.49,53.72,False
ORD-103027,2025-04-01,CUST-7712,Enterprise,Central,Marcus Webb,Marketplace,Electronics,Wireless Earbuds,61.45,2,0.137,122.9,106.06,False
ORD-103028,2025-04-01,CUST-8710,Small Business,North,Alex Kim,Online,Office Supplies,Notebook Set,15.53,2,0.009,31.06,30.78,False
ORD-103029,2025-04-01,CUST-8763,Consumer,North,Jordan Lee,Online,Apparel,Winter Jacket,115.09,3,0.065,345.27,322.83,False
ORD-103030,2025-04-01,CUST-5546,Small Business,South,Maria Gomez,Online,Office Supplies,Standing Desk,357.9,2,0.022,715.8,700.05,False
ORD-103031,2025-04-01,CUST-7115,Consumer,East,Emily Chen,Marketplace,Home & Kitchen,Vacuum Cleaner,145.99,3,0.137,437.97,377.97,False
ORD-103032,2025-04-01,CUST-5580,Consumer,East,Ravi Shah,In-Store,Home & Kitchen,Air Fryer,88.02,5,0.01,440.1,435.7,False
ORD-103033,2025-04-01,CUST-6167,Consumer,West,Priya Nair,In-Store,Electronics,Bluetooth Speaker,42.81,4,0.05,171.24,162.68,False
ORD-103034,2025-04-01,CUST-6502,Small Business,North,Sam Patel,Online,Office Supplies,Notebook Set,15.58,1,0.052,15.58,14.77,False
ORD-103035,2025-04-01,CUST-5425,Consumer,West,Sophie Zhang,In-Store,Home & Kitchen,Air Fryer,92.14,6,0.048,552.84,526.3,False
ORD-103036,2025-04-01,CUST-9397,Enterprise,East,Emily Chen,Online,Home & Kitchen,Air Fryer,86.74,3,0.076,260.22,240.44,False
ORD-103037,2025-04-01,CUST-9393,Small Business,Central,Dana Kowalski,Online,Apparel,T-Shirt Pack,24.56,2,0.075,49.12,45.44,False
ORD-103038,2025-04-02,CUST-9112,Consumer,East,Emily Chen,In-Store,Electronics,Smart Watch,199.59,3,0.071,598.77,556.26,False
ORD-103039,2025-04-02,CUST-5515,Small Business,West,Priya Nair,Marketplace,Beauty,Makeup Kit,54.96,2,0.113,109.92,97.5,True
ORD-103040,2025-04-02,CUST-8961,Consumer,North,Jordan Lee,Online,Apparel,Running Shoes,80.76,4,0.09,323.04,293.97,False
ORD-103041,2025-04-02,CUST-6568,Consumer,West,Sophie Zhang,Marketplace,Beauty,Makeup Kit,54.84,2,0.136,109.68,94.76,False
ORD-103042,2025-04-02,CUST-7202,Consumer,North,Jordan Lee,Online,Electronics,Smart Watch,202.96,4,0.035,811.84,783.43,False
ORD-103043,2025-04-02,CUST-6258,Enterprise,East,Ravi Shah,Online,Home & Kitchen,Blender,51.91,4,0.006,207.64,206.39,False
ORD-103044,2025-04-02,CUST-7929,Enterprise,North,Sam Patel,Online,Home & Kitchen,Blender,49.48,1,0.054,49.48,46.81,False
ORD-103045,2025-04-02,CUST-7280,Small Business,North,Jordan Lee,Wholesale,Office Supplies,Ergonomic Chair,259.41,1,0.206,259.41,205.97,False
ORD-103046,2025-04-02,CUST-7097,Consumer,North,Alex Kim,Online,Electronics,Wireless Earbuds,58.31,5,0.039,291.55,280.18,False
ORD-103047,2025-04-02,CUST-8409,Consumer,North,Sam Patel,In-Store,Home & Kitchen,Air Fryer,86.58,1,0.005,86.58,86.15,False
ORD-103048,2025-04-02,CUST-6746,Consumer,South,Maria Gomez,Online,Beauty,Hair Dryer,43.82,1,0.064,43.82,41.02,False
ORD-103049,2025-04-03,CUST-8403,Enterprise,Central,Dana Kowalski,In-Store,Electronics,Laptop Stand,29.11,2,0.089,58.22,53.04,False
ORD-103050,2025-04-03,CUST-8433,Small Business,South,Maria Gomez,Online,Office Supplies,Standing Desk,366.97,1,0.033,366.97,354.86,False
ORD-103051,2025-04-03,CUST-6756,Small Business,West,Jake Chen,Online,Office Supplies,Ergonomic Chair,247.02,1,0.08,247.02,227.26,False
ORD-103052,2025-04-03,CUST-6842,Small Business,North,Sam Patel,Marketplace,Electronics,USB-C Hub,35.52,1,0.07,35.52,33.03,False
ORD-103053,2025-04-03,CUST-7661,Small Business,East,Ravi Shah,Marketplace,Apparel,Yoga Pants,40.77,4,0.088,163.08,148.73,False
ORD-103054,2025-04-03,CUST-6045,Small Business,North,Alex Kim,Online,Apparel,Yoga Pants,39.77,4,0.008,159.08,157.81,False
ORD-103055,2025-04-03,CUST-5910,Consumer,North,Sam Patel,In-Store,Home & Kitchen,Blender,48.61,1,0.026,48.61,47.35,False
ORD-103056,2025-04-03,CUST-8634,Consumer,North,Jordan Lee,Online,Home & Kitchen,Blender,49.68,2,0.036,99.36,95.78,False
ORD-103057,2025-04-03,CUST-8219,Enterprise,East,Ravi Shah,Marketplace,Office Supplies,Monitor Arm,59.83,1,0.099,59.83,53.91,False
ORD-103058,2025-04-03,CUST-8126,Consumer,North,Jordan Lee,In-Store,Electronics,Wireless Earbuds,62.71,2,0.018,125.42,123.16,False
ORD-103059,2025-04-04,CUST-5250,Small Business,Central,Tyler Brooks,Online,Apparel,Denim Jeans,55.37,2,0.07,110.74,102.99,False
ORD-103060,2025-04-04,CUST-6874,Small Business,East,Emily Chen,Marketplace,Apparel,Yoga Pants,41.87,1,0.082,41.87,38.44,False
ORD-103061,2025-04-04,CUST-6700,Small Business,West,Jake Chen,Online,Electronics,Laptop Stand,30.22,8,0.093,241.76,219.28,False
ORD-103062,2025-04-04,CUST-5924,Consumer,Central,Marcus Webb,Online,Beauty,Hair Dryer,43.39,8,0.077,347.12,320.39,False
ORD-103063,2025-04-04,CUST-7514,Consumer,West,Priya Nair,Marketplace,Electronics,Smart Watch,197.68,3,0.145,593.04,507.05,False
ORD-103064,2025-04-04,CUST-6234,Consumer,Central,Dana Kowalski,Online,Home & Kitchen,Blender,51.45,1,0.063,51.45,48.21,False
ORD-103065,2025-04-04,CUST-5601,Small Business,North,Alex Kim,Online,Apparel,Running Shoes,79.36,3,0.072,238.08,220.94,False
ORD-103066,2025-04-04,CUST-5172,Enterprise,West,Sophie Zhang,Online,Electronics,USB-C Hub,33.59,6,0.059,201.54,189.65,False
ORD-103067,2025-04-04,CUST-5233,Consumer,South,Maria Gomez,Marketplace,Apparel,Yoga Pants,38.37,2,0.12,76.74,67.53,False
ORD-103068,2025-04-04,CUST-7226,Consumer,East,Ravi Shah,Online,Beauty,Hair Dryer,43.81,1,0.092,43.81,39.78,False
ORD-103069,2025-04-05,CUST-7521,Enterprise,East,Emily Chen,Online,Electronics,Smart Watch,201.29,3,0.088,603.87,550.73,False
ORD-103070,2025-04-05,CUST-6874,Consumer,Central,Marcus Webb,Online,Home & Kitchen,Cookware Set,134.28,3,0.091,402.84,366.18,False
ORD-103071,2025-04-05,CUST-8522,Enterprise,Central,Dana Kowalski,Online,Electronics,USB-C Hub,35.11,1,0.089,35.11,31.99,False
ORD-103072,2025-04-05,CUST-8000,Consumer,North,Sam Patel,Marketplace,Office Supplies,Notebook Set,15.36,5,0.062,76.8,72.04,False
ORD-103073,2025-04-05,CUST-8492,Enterprise,South,Maria Gomez,Online,Electronics,Wireless Earbuds,60.86,3,0.049,182.58,173.63,False
ORD-103074,2025-04-05,CUST-8113,Consumer,West,Sophie Zhang,Marketplace,Home & Kitchen,Cookware Set,130.3,1,0.057,130.3,122.87,False
ORD-103075,2025-04-05,CUST-5227,Consumer,West,Sophie Zhang,In-Store,Apparel,T-Shirt Pack,24.28,1,0.077,24.28,22.41,False
ORD-103076,2025-04-05,CUST-8773,Consumer,North,Alex Kim,Online,Home & Kitchen,Cookware Set,134.97,8,0.092,1079.76,980.42,False
ORD-103077,2025-04-05,CUST-8244,Enterprise,East,Emily Chen,In-Store,Electronics,Wireless Earbuds,58.64,4,0.009,234.56,232.45,False
ORD-103078,2025-04-05,CUST-5213,Consumer,West,Priya Nair,Marketplace,Beauty,Hair Dryer,43.88,2,0.13,87.76,76.35,False
ORD-103079,2025-04-05,CUST-8035,Small Business,West,Jake Chen,In-Store,Home & Kitchen,Blender,48.78,2,0.085,97.56,89.27,False
ORD-103080,2025-04-05,CUST-8464,Consumer,South,Chris Evans,Marketplace,Home & Kitchen,Blender,47.97,2,0.129,95.94,83.56,False
ORD-103081,2025-04-05,CUST-5930,Enterprise,West,Priya Nair,Wholesale,Electronics,Wireless Earbuds,59.98,4,0.223,239.92,186.42,False
ORD-103082,2025-04-06,CUST-5494,Consumer,East,Liam O'Brien,Marketplace,Beauty,Makeup Kit,54.04,1,0.141,54.04,46.42,False
ORD-103083,2025-04-06,CUST-5418,Consumer,Central,Dana Kowalski,Wholesale,Home & Kitchen,Blender,50.1,1,0.166,50.1,41.78,False
ORD-103084,2025-04-06,CUST-6130,Consumer,East,Emily Chen,In-Store,Electronics,Laptop Stand,29.85,1,0.006,29.85,29.67,False
ORD-103085,2025-04-06,CUST-6108,Small Business,South,Maria Gomez,Online,Home & Kitchen,Air Fryer,90.17,10,0.093,901.7,817.84,False
ORD-103086,2025-04-06,CUST-7536,Consumer,Central,Tyler Brooks,In-Store,Beauty,Perfume,68.57,5,0.017,342.85,337.02,False
ORD-103087,2025-04-06,CUST-8886,Consumer,North,Jordan Lee,Online,Electronics,Bluetooth Speaker,46.41,3,0.007,139.23,138.26,False
ORD-103088,2025-04-06,CUST-7228,Small Business,Central,Marcus Webb,Online,Electronics,USB-C Hub,35.11,2,0.023,70.22,68.6,False
ORD-103089,2025-04-06,CUST-5255,Consumer,West,Priya Nair,In-Store,Apparel,T-Shirt Pack,24.26,1,0.048,24.26,23.1,False
ORD-103090,2025-04-07,CUST-7584,Consumer,Central,Tyler Brooks,Online,Home & Kitchen,Cookware Set,135.21,3,0.082,405.63,372.37,False
ORD-103091,2025-04-07,CUST-9103,Consumer,South,Nina Torres,Online,Office Supplies,Standing Desk,336.32,3,0.027,1008.96,981.72,False
ORD-103092,2025-04-07,CUST-6077,Consumer,West,Sophie Zhang,Online,Office Supplies,Standing Desk,358.16,3,0.039,1074.48,1032.58,False
ORD-103093,2025-04-07,CUST-7172,Consumer,West,Sophie Zhang,Online,Electronics,Wireless Earbuds,61.06,1,0.014,61.06,60.21,False
ORD-103094,2025-04-07,CUST-7986,Small Business,West,Sophie Zhang,Online,Apparel,T-Shirt Pack,23.92,4,0.029,95.68,92.91,False
ORD-103095,2025-04-07,CUST-9179,Consumer,North,Sam Patel,Marketplace,Electronics,USB-C Hub,36.39,5,0.143,181.95,155.93,False
ORD-103096,2025-04-07,CUST-5518,Small Business,South,Maria Gomez,Online,Home & Kitchen,Cookware Set,127.6,1,0.068,127.6,118.92,False
ORD-103097,2025-04-07,CUST-8505,Consumer,East,Liam O'Brien,Marketplace,Office Supplies,Notebook Set,15.35,4,0.104,61.4,55.01,False
ORD-103098,2025-04-07,CUST-7021,Consumer,East,Emily Chen,Marketplace,Home & Kitchen,Air Fryer,87.98,5,0.112,439.9,390.63,False
ORD-103099,2025-04-07,CUST-6366,Enterprise,West,Priya Nair,Marketplace,Electronics,Laptop Stand,30.07,1,0.075,30.07,27.81,False
ORD-103100,2025-04-08,CUST-6471,Consumer,South,Chris Evans,Online,Electronics,Smart Watch,209.44,4,0.089,837.76,763.2,False
ORD-103101,2025-04-08,CUST-8712,Consumer,Central,Dana Kowalski,Marketplace,Beauty,Makeup Kit,55.6,1,0.1,55.6,50.04,False
ORD-103102,2025-04-08,CUST-7747,Consumer,East,Liam O'Brien,Online,Beauty,Skincare Set,73.46,3,0.005,220.38,219.28,False
ORD-103103,2025-04-08,CUST-9142,Enterprise,North,Sam Patel,In-Store,Home & Kitchen,Blender,49.78,2,0.053,99.56,94.28,False
ORD-103104,2025-04-08,CUST-7575,Consumer,North,Alex Kim,Online,Electronics,Smart Watch,203.51,5,0.044,1017.55,972.78,False
ORD-103105,2025-04-08,CUST-5706,Enterprise,East,Liam O'Brien,In-Store,Beauty,Perfume,69.61,2,0.074,139.22,128.92,False
ORD-103106,2025-04-09,CUST-8626,Consumer,East,Emily Chen,Marketplace,Apparel,Denim Jeans,57.25,2,0.092,114.5,103.97,False
ORD-103107,2025-04-09,CUST-8586,Consumer,East,Ravi Shah,In-Store,Home & Kitchen,Vacuum Cleaner,155.5,6,0.062,933.0,875.15,False
ORD-103108,2025-04-09,CUST-8520,Consumer,West,Jake Chen,In-Store,Office Supplies,Desk Lamp,33.75,6,0.008,202.5,200.88,False
ORD-103109,2025-04-09,CUST-9103,Consumer,South,Maria Gomez,Online,Electronics,USB-C Hub,35.99,1,0.082,35.99,33.04,False
ORD-103110,2025-04-09,CUST-5763,Consumer,Central,Marcus Webb,In-Store,Apparel,Denim Jeans,57.42,2,0.024,114.84,112.08,False
ORD-103111,2025-04-09,CUST-6951,Small Business,Central,Tyler Brooks,In-Store,Beauty,Skincare Set,73.62,1,0.031,73.62,71.34,False
ORD-103112,2025-04-09,CUST-5594,Small Business,North,Alex Kim,In-Store,Electronics,Smart Watch,194.75,1,0.038,194.75,187.35,False
ORD-103113,2025-04-09,CUST-8603,Consumer,Central,Tyler Brooks,Online,Apparel,Yoga Pants,38.03,3,0.021,114.09,111.69,False
ORD-103114,2025-04-09,CUST-7155,Small Business,West,Jake Chen,Online,Apparel,Winter Jacket,115.38,1,0.081,115.38,106.03,False
ORD-103115,2025-04-10,CUST-7109,Small Business,East,Liam O'Brien,Online,Beauty,Hair Dryer,47.06,1,0.007,47.06,46.73,False
ORD-103116,2025-04-10,CUST-6481,Consumer,East,Liam O'Brien,In-Store,Electronics,USB-C Hub,34.61,4,0.093,138.44,125.57,False
ORD-103117,2025-04-10,CUST-7962,Consumer,West,Priya Nair,In-Store,Beauty,Electric Shaver,88.98,3,0.093,266.94,242.11,False
ORD-103118,2025-04-10,CUST-7235,Consumer,Central,Tyler Brooks,Online,Home & Kitchen,Air Fryer,87.89,6,0.083,527.34,483.57,False
ORD-103119,2025-04-10,CUST-8540,Consumer,East,Ravi Shah,Online,Home & Kitchen,Blender,48.31,2,0.095,96.62,87.44,False
ORD-103120,2025-04-10,CUST-6918,Small Business,North,Alex Kim,In-Store,Electronics,Laptop Stand,30.02,8,0.076,240.16,221.91,True
ORD-103121,2025-04-10,CUST-7482,Consumer,East,Liam O'Brien,Marketplace,Beauty,Perfume,71.55,3,0.146,214.65,183.31,False
ORD-103122,2025-04-11,CUST-6593,Small Business,North,Sam Patel,Online,Electronics,Smart Watch,201.01,2,0.072,402.02,373.07,False
ORD-103123,2025-04-11,CUST-5818,Small Business,East,Liam O'Brien,In-Store,Beauty,Skincare Set,71.51,3,0.0,214.53,214.53,False
ORD-103124,2025-04-11,CUST-5568,Consumer,West,Sophie Zhang,Marketplace,Home & Kitchen,Blender,51.51,4,0.102,206.04,185.02,False
ORD-103125,2025-04-11,CUST-6939,Consumer,South,Chris Evans,Online,Office Supplies,Desk Lamp,36.5,2,0.004,73.0,72.71,False
ORD-103126,2025-04-11,CUST-5856,Small Business,North,Jordan Lee,Online,Electronics,Smart Watch,198.8,2,0.089,397.6,362.21,False
ORD-103127,2025-04-11,CUST-7270,Consumer,West,Priya Nair,Wholesale,Electronics,Wireless Earbuds,59.19,3,0.163,177.57,148.63,False
ORD-103128,2025-04-11,CUST-8485,Small Business,South,Chris Evans,Online,Apparel,Yoga Pants,38.91,2,0.011,77.82,76.96,False
ORD-103129,2025-04-11,CUST-5083,Consumer,South,Chris Evans,In-Store,Apparel,Winter Jacket,117.61,2,0.068,235.22,219.23,False
ORD-103130,2025-04-11,CUST-6817,Small Business,West,Sophie Zhang,In-Store,Home & Kitchen,Coffee Maker,65.93,10,0.067,659.3,615.13,False
ORD-103131,2025-04-11,CUST-6537,Enterprise,Central,Dana Kowalski,Online,Apparel,Running Shoes,82.15,1,0.05,82.15,78.04,False
ORD-103132,2025-04-12,CUST-5858,Consumer,West,Priya Nair,Online,Electronics,Wireless Earbuds,58.98,3,0.003,176.94,176.41,False
ORD-103133,2025-04-12,CUST-6593,Consumer,East,Liam O'Brien,In-Store,Apparel,Running Shoes,78.71,6,0.011,472.26,467.07,False
ORD-103134,2025-04-12,CUST-8108,Consumer,East,Liam O'Brien,Marketplace,Electronics,Wireless Earbuds,59.7,1,0.116,59.7,52.77,False
ORD-103135,2025-04-12,CUST-5317,Consumer,North,Alex Kim,Online,Electronics,Bluetooth Speaker,43.51,1,0.053,43.51,41.2,False
ORD-103136,2025-04-12,CUST-5283,Small Business,West,Jake Chen,In-Store,Beauty,Skincare Set,78.19,2,0.005,156.38,155.6,False
ORD-103137,2025-04-12,CUST-8757,Consumer,East,Ravi Shah,In-Store,Home & Kitchen,Air Fryer,91.84,1,0.052,91.84,87.06,False
ORD-103138,2025-04-12,CUST-6913,Consumer,Central,Dana Kowalski,Online,Office Supplies,Ergonomic Chair,248.33,3,0.085,744.99,681.67,False
ORD-103139,2025-04-13,CUST-8393,Small Business,Central,Tyler Brooks,In-Store,Electronics,Bluetooth Speaker,43.29,3,0.089,129.87,118.31,False
ORD-103140,2025-04-13,CUST-7450,Consumer,South,Maria Gomez,Online,Electronics,Laptop Stand,31.04,5,0.07,155.2,144.34,False
ORD-103141,2025-04-13,CUST-5451,Small Business,Central,Marcus Webb,In-Store,Home & Kitchen,Coffee Maker,64.88,1,0.066,64.88,60.6,True
ORD-103142,2025-04-13,CUST-7241,Consumer,Central,Dana Kowalski,In-Store,Home & Kitchen,Vacuum Cleaner,154.44,2,0.077,308.88,285.1,False
ORD-103143,2025-04-13,CUST-5707,Consumer,East,Ravi Shah,In-Store,Electronics,Smart Watch,190.66,4,0.013,762.64,752.73,False
ORD-103144,2025-04-13,CUST-7856,Consumer,South,Nina Torres,Online,Electronics,Bluetooth Speaker,43.97,4,0.019,175.88,172.54,False
ORD-103145,2025-04-13,CUST-9199,Consumer,West,Sophie Zhang,Marketplace,Electronics,Wireless Earbuds,60.72,1,0.055,60.72,57.38,False
ORD-103146,2025-04-13,CUST-9363,Enterprise,South,Maria Gomez,In-Store,Home & Kitchen,Blender,49.93,1,0.045,49.93,47.68,False
ORD-103147,2025-04-13,CUST-7521,Consumer,East,Liam O'Brien,In-Store,Beauty,Perfume,68.56,4,0.018,274.24,269.3,False
ORD-103148,2025-04-13,CUST-9166,Consumer,North,Alex Kim,Marketplace,Home & Kitchen,Vacuum Cleaner,145.51,1,0.125,145.51,127.32,False
ORD-103149,2025-04-13,CUST-5434,Consumer,East,Ravi Shah,Wholesale,Apparel,Denim Jeans,53.9,3,0.158,161.7,136.15,False
ORD-103150,2025-04-13,CUST-6003,Consumer,Central,Tyler Brooks,In-Store,Electronics,Wireless Earbuds,61.44,1,0.027,61.44,59.78,False
ORD-103151,2025-04-14,CUST-7595,Small Business,South,Nina Torres,Online,Office Supplies,Notebook Set,14.52,1,0.031,14.52,14.07,False
